line,invasive1,cost1,y1,spec101,spec251,prot251,prot501,invasive2,cost2,y2,spec102,spec252,prot252,prot502,invasive3,cost3,y3,spec103,spec253,prot253,prot503,respid,male,agegr,block,q20_1,q20_2,q20_3,q20_4,dq21_1,dq21_2,dq21_3,q21_1,q21_2,q21_3,q21_4,q21_5,q21_6,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q23_1,q23_2,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25_1,q25_2,q34,edu,job,age,country,inttime,resumed,income,england,scotland,wales,nireland,protest1,protest2,protest3,id,set
4899,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,2061,0,2,1,1,1,1,1,,,,,,,,,,3,4,5,5,3,1,3,3,4,5,4,4,1,3,3,5,5,3,3,1,1,3,3,6,26,1,11.83,1,2500,1,0,0,0,0,0,0,817,3
4900,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,30,1,0,1,1,0,2061,0,2,1,1,1,1,1,,,,,,,,,,3,4,5,5,3,1,3,3,4,5,4,4,1,3,3,5,5,3,3,1,1,3,3,6,26,1,11.83,1,2500,1,0,0,0,0,0,0,817,4
4901,0,0,1,0,0,0,0,1,30,0,1,0,1,0,0,40,0,1,0,0,1,2061,0,2,1,1,1,1,1,,,,,,,,,,3,4,5,5,3,1,3,3,4,5,4,4,1,3,3,5,5,3,3,1,1,3,3,6,26,1,11.83,1,2500,1,0,0,0,0,0,0,817,5
4902,0,0,1,0,0,0,0,1,5,0,0,1,1,0,1,40,0,0,1,0,1,2061,0,2,1,1,1,1,1,,,,,,,,,,3,4,5,5,3,1,3,3,4,5,4,4,1,3,3,5,5,3,3,1,1,3,3,6,26,1,11.83,1,2500,1,0,0,0,0,0,0,817,6
4903,0,0,0,0,0,0,0,0,40,1,1,0,0,1,0,10,0,1,0,1,0,2062,0,1,1,2,1,1,1,,,,,,,,,,2,5,5,4,4,2,4,2,4,2,3,4,3,1,1,3,4,4,3,2,1,4,2,2,24,1,15.53,1,4000,1,0,0,0,0,0,0,818,1
4904,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,30,0,0,0,1,0,2062,0,1,1,2,1,1,1,,,,,,,,,,2,5,5,4,4,2,4,2,4,2,3,4,3,1,1,3,4,4,3,2,1,4,2,2,24,1,15.53,1,4000,1,0,0,0,0,0,0,818,2
4905,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,2062,0,1,1,2,1,1,1,,,,,,,,,,2,5,5,4,4,2,4,2,4,2,3,4,3,1,1,3,4,4,3,2,1,4,2,2,24,1,15.53,1,4000,1,0,0,0,0,0,0,818,3
4906,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,30,1,0,1,1,0,2062,0,1,1,2,1,1,1,,,,,,,,,,2,5,5,4,4,2,4,2,4,2,3,4,3,1,1,3,4,4,3,2,1,4,2,2,24,1,15.53,1,4000,1,0,0,0,0,0,0,818,4
4907,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,40,1,1,0,0,1,2062,0,1,1,2,1,1,1,,,,,,,,,,2,5,5,4,4,2,4,2,4,2,3,4,3,1,1,3,4,4,3,2,1,4,2,2,24,1,15.53,1,4000,1,0,0,0,0,0,0,818,5
4908,0,0,1,0,0,0,0,1,5,0,0,1,1,0,1,40,0,0,1,0,1,2062,0,1,1,2,1,1,1,,,,,,,,,,2,5,5,4,4,2,4,2,4,2,3,4,3,1,1,3,4,4,3,2,1,4,2,2,24,1,15.53,1,4000,1,0,0,0,0,0,0,818,6
4909,0,0,1,0,0,0,0,1,5,0,1,0,0,0,1,60,0,0,1,0,0,2063,0,1,2,2,2,2,1,,,,,,,,,,3,4,5,5,4,4,4,3,3,3,2,2,2,2,2,3,3,3,3,2,2,6,5,1,23,1,16.35,1,8000,1,0,0,0,0,1,0,819,1
4910,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,5,1,0,0,1,0,2063,0,1,2,2,2,2,1,,,,,,,,,,3,4,5,5,4,4,4,3,3,3,2,2,2,2,2,3,3,3,3,2,2,6,5,1,23,1,16.35,1,8000,1,0,0,0,0,1,0,819,2
4911,0,0,1,0,0,0,0,0,40,0,1,0,1,0,1,20,0,1,0,0,1,2063,0,1,2,2,2,2,1,,,,,,,,,,3,4,5,5,4,4,4,3,3,3,2,2,2,2,2,3,3,3,3,2,2,6,5,1,23,1,16.35,1,8000,1,0,0,0,0,1,0,819,3
4912,0,0,1,0,0,0,0,1,20,0,0,1,0,1,1,5,0,1,0,0,0,2063,0,1,2,2,2,2,1,,,,,,,,,,3,4,5,5,4,4,4,3,3,3,2,2,2,2,2,3,3,3,3,2,2,6,5,1,23,1,16.35,1,8000,1,0,0,0,0,1,0,819,4
4913,0,0,0,0,0,0,0,1,10,0,0,1,1,0,0,20,1,0,0,1,0,2063,0,1,2,2,2,2,1,,,,,,,,,,3,4,5,5,4,4,4,3,3,3,2,2,2,2,2,3,3,3,3,2,2,6,5,1,23,1,16.35,1,8000,1,0,0,0,0,1,0,819,5
4914,0,0,1,0,0,0,0,0,60,0,1,0,0,1,1,60,0,0,1,0,0,2063,0,1,2,2,2,2,1,,,,,,,,,,3,4,5,5,4,4,4,3,3,3,2,2,2,2,2,3,3,3,3,2,2,6,5,1,23,1,16.35,1,8000,1,0,0,0,0,1,0,819,6
4915,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,60,0,0,1,1,0,2064,0,3,3,1,1,1,1,,,,,,,,,,1,4,3,4,4,4,4,3,4,5,4,6,4,4,3,4,5,4,4,3,2,3,4,2,40,1,16.950001,1,2500,1,0,0,0,0,1,0,820,1
4916,0,0,0,0,0,0,0,0,20,1,0,0,1,0,1,10,0,0,0,0,1,2064,0,3,3,1,1,1,1,,,,,,,,,,1,4,3,4,4,4,4,3,4,5,4,6,4,4,3,4,5,4,4,3,2,3,4,2,40,1,16.950001,1,2500,1,0,0,0,0,1,0,820,2
4917,0,0,1,0,0,0,0,1,10,0,1,0,0,0,1,30,0,0,1,0,1,2064,0,3,3,1,1,1,1,,,,,,,,,,1,4,3,4,4,4,4,3,4,5,4,6,4,4,3,4,5,4,4,3,2,3,4,2,40,1,16.950001,1,2500,1,0,0,0,0,1,0,820,3
4918,0,0,0,0,0,0,0,1,60,0,0,1,0,1,0,5,1,1,0,0,0,2064,0,3,3,1,1,1,1,,,,,,,,,,1,4,3,4,4,4,4,3,4,5,4,6,4,4,3,4,5,4,4,3,2,3,4,2,40,1,16.950001,1,2500,1,0,0,0,0,1,0,820,4
4919,0,0,0,0,0,0,0,0,40,1,0,1,1,0,1,40,0,0,0,0,1,2064,0,3,3,1,1,1,1,,,,,,,,,,1,4,3,4,4,4,4,3,4,5,4,6,4,4,3,4,5,4,4,3,2,3,4,2,40,1,16.950001,1,2500,1,0,0,0,0,1,0,820,5
4920,0,0,0,0,0,0,0,1,10,1,0,0,1,0,1,40,0,0,1,0,1,2064,0,3,3,1,1,1,1,,,,,,,,,,1,4,3,4,4,4,4,3,4,5,4,6,4,4,3,4,5,4,4,3,2,3,4,2,40,1,16.950001,1,2500,1,0,0,0,0,1,0,820,6
4921,0,0,1,0,0,0,0,1,5,0,1,0,0,0,1,60,0,0,1,0,0,2065,0,3,2,2,1,1,2,,,,,,,,,,1,3,4,4,3,2,4,3,5,5,2,6,3,2,2,5,5,5,5,3,1,4,6,2,41,1,14.98,1,4000,1,0,0,0,0,0,0,821,1
4922,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,5,0,0,0,1,0,2065,0,3,2,2,1,1,2,,,,,,,,,,1,3,4,4,3,2,4,3,5,5,2,6,3,2,2,5,5,5,5,3,1,4,6,2,41,1,14.98,1,4000,1,0,0,0,0,0,0,821,2
4923,0,0,0,0,0,0,0,0,40,1,1,0,1,0,1,20,0,1,0,0,1,2065,0,3,2,2,1,1,2,,,,,,,,,,1,3,4,4,3,2,4,3,5,5,2,6,3,2,2,5,5,5,5,3,1,4,6,2,41,1,14.98,1,4000,1,0,0,0,0,0,0,821,3
4924,0,0,1,0,0,0,0,1,20,0,0,1,0,1,1,5,0,1,0,0,0,2065,0,3,2,2,1,1,2,,,,,,,,,,1,3,4,4,3,2,4,3,5,5,2,6,3,2,2,5,5,5,5,3,1,4,6,2,41,1,14.98,1,4000,1,0,0,0,0,0,0,821,4
4925,0,0,0,0,0,0,0,1,10,0,0,1,1,0,0,20,1,0,0,1,0,2065,0,3,2,2,1,1,2,,,,,,,,,,1,3,4,4,3,2,4,3,5,5,2,6,3,2,2,5,5,5,5,3,1,4,6,2,41,1,14.98,1,4000,1,0,0,0,0,0,0,821,5
4926,0,0,0,0,0,0,0,0,60,1,1,0,0,1,1,60,0,0,1,0,0,2065,0,3,2,2,1,1,2,,,,,,,,,,1,3,4,4,3,2,4,3,5,5,2,6,3,2,2,5,5,5,5,3,1,4,6,2,41,1,14.98,1,4000,1,0,0,0,0,0,0,821,6
4927,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,10,1,1,0,1,0,2066,0,4,1,1,1,1,2,,,,,,,,,,2,2,3,2,4,3,4,4,5,3,5,7,4,4,3,4,5,5,5,4,3,4,5,1,52,1,101.35,1,4000,1,0,0,0,0,0,0,822,1
4928,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,30,0,0,0,1,0,2066,0,4,1,1,1,1,2,,,,,,,,,,2,2,3,2,4,3,4,4,5,3,5,7,4,4,3,4,5,5,5,4,3,4,5,1,52,1,101.35,1,4000,1,0,0,0,0,0,0,822,2
4929,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,2066,0,4,1,1,1,1,2,,,,,,,,,,2,2,3,2,4,3,4,4,5,3,5,7,4,4,3,4,5,5,5,4,3,4,5,1,52,1,101.35,1,4000,1,0,0,0,0,0,0,822,3
4930,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,30,1,0,1,1,0,2066,0,4,1,1,1,1,2,,,,,,,,,,2,2,3,2,4,3,4,4,5,3,5,7,4,4,3,4,5,5,5,4,3,4,5,1,52,1,101.35,1,4000,1,0,0,0,0,0,0,822,4
4931,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,40,1,1,0,0,1,2066,0,4,1,1,1,1,2,,,,,,,,,,2,2,3,2,4,3,4,4,5,3,5,7,4,4,3,4,5,5,5,4,3,4,5,1,52,1,101.35,1,4000,1,0,0,0,0,0,0,822,5
4932,0,0,0,0,0,0,0,1,5,1,0,1,1,0,1,40,0,0,1,0,1,2066,0,4,1,1,1,1,2,,,,,,,,,,2,2,3,2,4,3,4,4,5,3,5,7,4,4,3,4,5,5,5,4,3,4,5,1,52,1,101.35,1,4000,1,0,0,0,0,0,0,822,6
4933,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,10,1,1,0,1,0,2067,0,2,1,1,1,1,1,,,,,,,,,,3,3,3,3,3,4,4,4,5,3,5,5,3,3,3,3,3,3,3,3,3,4,6,1,30,1,53.900002,1,4000,1,0,0,0,0,0,0,823,1
4934,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,30,1,0,0,1,0,2067,0,2,1,1,1,1,1,,,,,,,,,,3,3,3,3,3,4,4,4,5,3,5,5,3,3,3,3,3,3,3,3,3,4,6,1,30,1,53.900002,1,4000,1,0,0,0,0,0,0,823,2
4935,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,2067,0,2,1,1,1,1,1,,,,,,,,,,3,3,3,3,3,4,4,4,5,3,5,5,3,3,3,3,3,3,3,3,3,4,6,1,30,1,53.900002,1,4000,1,0,0,0,0,0,0,823,3
4936,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,30,1,0,1,1,0,2067,0,2,1,1,1,1,1,,,,,,,,,,3,3,3,3,3,4,4,4,5,3,5,5,3,3,3,3,3,3,3,3,3,4,6,1,30,1,53.900002,1,4000,1,0,0,0,0,0,0,823,4
4937,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,40,1,1,0,0,1,2067,0,2,1,1,1,1,1,,,,,,,,,,3,3,3,3,3,4,4,4,5,3,5,5,3,3,3,3,3,3,3,3,3,4,6,1,30,1,53.900002,1,4000,1,0,0,0,0,0,0,823,5
4938,0,0,0,0,0,0,0,1,5,1,0,1,1,0,1,40,0,0,1,0,1,2067,0,2,1,1,1,1,1,,,,,,,,,,3,3,3,3,3,4,4,4,5,3,5,5,3,3,3,3,3,3,3,3,3,4,6,1,30,1,53.900002,1,4000,1,0,0,0,0,0,0,823,6
4939,0,0,1,0,0,0,0,0,20,0,1,0,0,1,0,60,0,0,1,1,0,2068,0,4,3,3,3,1,1,,,,,,,,,,3,4,5,4,3,3,3,3,4,5,4,4,3,2,3,4,5,4,5,3,3,2,3,3,52,1,17.469999,1,1500,1,0,0,0,0,0,0,824,1
4940,0,0,1,0,0,0,0,0,20,0,0,0,1,0,1,10,0,0,0,0,1,2068,0,4,3,3,3,1,1,,,,,,,,,,3,4,5,4,3,3,3,3,4,5,4,4,3,2,3,4,5,4,5,3,3,2,3,3,52,1,17.469999,1,1500,1,0,0,0,0,0,0,824,2
4941,0,0,1,0,0,0,0,1,10,0,1,0,0,0,1,30,0,0,1,0,1,2068,0,4,3,3,3,1,1,,,,,,,,,,3,4,5,4,3,3,3,3,4,5,4,4,3,2,3,4,5,4,5,3,3,2,3,3,52,1,17.469999,1,1500,1,0,0,0,0,0,0,824,3
4942,0,0,0,0,0,0,0,1,60,0,0,1,0,1,0,5,1,1,0,0,0,2068,0,4,3,3,3,1,1,,,,,,,,,,3,4,5,4,3,3,3,3,4,5,4,4,3,2,3,4,5,4,5,3,3,2,3,3,52,1,17.469999,1,1500,1,0,0,0,0,0,0,824,4
4943,0,0,1,0,0,0,0,0,40,0,0,1,1,0,1,40,0,0,0,0,1,2068,0,4,3,3,3,1,1,,,,,,,,,,3,4,5,4,3,3,3,3,4,5,4,4,3,2,3,4,5,4,5,3,3,2,3,3,52,1,17.469999,1,1500,1,0,0,0,0,0,0,824,5
4944,0,0,1,0,0,0,0,1,10,0,0,0,1,0,1,40,0,0,1,0,1,2068,0,4,3,3,3,1,1,,,,,,,,,,3,4,5,4,3,3,3,3,4,5,4,4,3,2,3,4,5,4,5,3,3,2,3,3,52,1,17.469999,1,1500,1,0,0,0,0,0,0,824,6
4945,0,0,1,0,0,0,0,1,5,0,1,0,0,0,1,60,0,0,1,0,0,2069,0,3,2,2,1,1,2,,,,,,,,,,2,3,3,3,3,3,4,2,4,4,3,5,3,2,3,3,5,4,4,3,3,2,5,2,37,1,47.299999,2,1500,1,0,0,0,0,0,0,825,1
4946,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,5,0,0,0,1,0,2069,0,3,2,2,1,1,2,,,,,,,,,,2,3,3,3,3,3,4,2,4,4,3,5,3,2,3,3,5,4,4,3,3,2,5,2,37,1,47.299999,2,1500,1,0,0,0,0,0,0,825,2
4947,0,0,0,0,0,0,0,0,40,1,1,0,1,0,1,20,0,1,0,0,1,2069,0,3,2,2,1,1,2,,,,,,,,,,2,3,3,3,3,3,4,2,4,4,3,5,3,2,3,3,5,4,4,3,3,2,5,2,37,1,47.299999,2,1500,1,0,0,0,0,0,0,825,3
4948,0,0,1,0,0,0,0,1,20,0,0,1,0,1,1,5,0,1,0,0,0,2069,0,3,2,2,1,1,2,,,,,,,,,,2,3,3,3,3,3,4,2,4,4,3,5,3,2,3,3,5,4,4,3,3,2,5,2,37,1,47.299999,2,1500,1,0,0,0,0,0,0,825,4
4949,0,0,0,0,0,0,0,1,10,0,0,1,1,0,0,20,1,0,0,1,0,2069,0,3,2,2,1,1,2,,,,,,,,,,2,3,3,3,3,3,4,2,4,4,3,5,3,2,3,3,5,4,4,3,3,2,5,2,37,1,47.299999,2,1500,1,0,0,0,0,0,0,825,5
4950,0,0,0,0,0,0,0,0,60,1,1,0,0,1,1,60,0,0,1,0,0,2069,0,3,2,2,1,1,2,,,,,,,,,,2,3,3,3,3,3,4,2,4,4,3,5,3,2,3,3,5,4,4,3,3,2,5,2,37,1,47.299999,2,1500,1,0,0,0,0,0,0,825,6
4951,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,10,1,1,0,1,0,2071,1,2,1,2,2,4,1,,,,,,,,,,2,1,4,2,1,2,4,5,4,4,6,6,4,3,5,3,4,3,4,5,3,3,5,1,29,1,15.25,1,2500,1,0,0,0,0,0,0,826,1
4952,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,30,1,0,0,1,0,2071,1,2,1,2,2,4,1,,,,,,,,,,2,1,4,2,1,2,4,5,4,4,6,6,4,3,5,3,4,3,4,5,3,3,5,1,29,1,15.25,1,2500,1,0,0,0,0,0,0,826,2
4953,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,2071,1,2,1,2,2,4,1,,,,,,,,,,2,1,4,2,1,2,4,5,4,4,6,6,4,3,5,3,4,3,4,5,3,3,5,1,29,1,15.25,1,2500,1,0,0,0,0,0,0,826,3
4954,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,30,1,0,1,1,0,2071,1,2,1,2,2,4,1,,,,,,,,,,2,1,4,2,1,2,4,5,4,4,6,6,4,3,5,3,4,3,4,5,3,3,5,1,29,1,15.25,1,2500,1,0,0,0,0,0,0,826,4
4955,0,0,0,0,0,0,0,1,30,1,1,0,1,0,0,40,0,1,0,0,1,2071,1,2,1,2,2,4,1,,,,,,,,,,2,1,4,2,1,2,4,5,4,4,6,6,4,3,5,3,4,3,4,5,3,3,5,1,29,1,15.25,1,2500,1,0,0,0,0,0,0,826,5
4956,0,0,0,0,0,0,0,1,5,1,0,1,1,0,1,40,0,0,1,0,1,2071,1,2,1,2,2,4,1,,,,,,,,,,2,1,4,2,1,2,4,5,4,4,6,6,4,3,5,3,4,3,4,5,3,3,5,1,29,1,15.25,1,2500,1,0,0,0,0,0,0,826,6
4957,0,0,0,0,0,0,0,1,30,0,0,0,1,0,1,30,1,0,1,0,0,2072,0,1,4,2,2,2,2,,,,,,,,,,3,4,4,4,4,4,3,2,4,3,4,4,2,2,2,4,4,3,3,2,2,2,2,1,23,1,16.82,1,1500,1,0,0,0,0,1,0,827,1
4958,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,10,1,0,1,1,0,2072,0,1,4,2,2,2,2,,,,,,,,,,3,4,4,4,4,4,3,2,4,3,4,4,2,2,2,4,4,3,3,2,2,2,2,1,23,1,16.82,1,1500,1,0,0,0,0,1,0,827,2
4959,0,0,0,0,0,0,0,0,30,1,0,1,0,0,0,60,0,0,0,0,1,2072,0,1,4,2,2,2,2,,,,,,,,,,3,4,4,4,4,4,3,2,4,3,4,4,2,2,2,4,4,3,3,2,2,2,2,1,23,1,16.82,1,1500,1,0,0,0,0,1,0,827,3
4960,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,2072,0,1,4,2,2,2,2,,,,,,,,,,3,4,4,4,4,4,3,2,4,3,4,4,2,2,2,4,4,3,3,2,2,2,2,1,23,1,16.82,1,1500,1,0,0,0,0,1,0,827,4
4961,0,0,0,0,0,0,0,1,10,1,0,1,0,1,0,20,0,1,0,0,0,2072,0,1,4,2,2,2,2,,,,,,,,,,3,4,4,4,4,4,3,2,4,3,4,4,2,2,2,4,4,3,3,2,2,2,2,1,23,1,16.82,1,1500,1,0,0,0,0,1,0,827,5
4962,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,2072,0,1,4,2,2,2,2,,,,,,,,,,3,4,4,4,4,4,3,2,4,3,4,4,2,2,2,4,4,3,3,2,2,2,2,1,23,1,16.82,1,1500,1,0,0,0,0,1,0,827,6
4963,0,0,0,0,0,0,0,1,30,1,0,0,1,0,1,30,0,0,1,0,0,2076,0,6,4,1,1,1,3,,,,,,,,,,2,2,4,2,3,2,4,4,4,4,4,7,3,3,4,4,4,3,4,3,1,4,5,2,65,1,17.33,1,4000,1,0,0,0,0,0,0,828,1
4964,0,0,0,0,0,0,0,0,30,1,0,0,0,1,0,10,0,0,1,1,0,2076,0,6,4,1,1,1,3,,,,,,,,,,2,2,4,2,3,2,4,4,4,4,4,7,3,3,4,4,4,3,4,3,1,4,5,2,65,1,17.33,1,4000,1,0,0,0,0,0,0,828,2
4965,0,0,0,0,0,0,0,0,30,0,0,1,0,0,0,60,1,0,0,0,1,2076,0,6,4,1,1,1,3,,,,,,,,,,2,2,4,2,3,2,4,4,4,4,4,7,3,3,4,4,4,3,4,3,1,4,5,2,65,1,17.33,1,4000,1,0,0,0,0,0,0,828,3
4966,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,2076,0,6,4,1,1,1,3,,,,,,,,,,2,2,4,2,3,2,4,4,4,4,4,7,3,3,4,4,4,3,4,3,1,4,5,2,65,1,17.33,1,4000,1,0,0,0,0,0,0,828,4
4967,0,0,0,0,0,0,0,1,10,1,0,1,0,1,0,20,0,1,0,0,0,2076,0,6,4,1,1,1,3,,,,,,,,,,2,2,4,2,3,2,4,4,4,4,4,7,3,3,4,4,4,3,4,3,1,4,5,2,65,1,17.33,1,4000,1,0,0,0,0,0,0,828,5
4968,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,2076,0,6,4,1,1,1,3,,,,,,,,,,2,2,4,2,3,2,4,4,4,4,4,7,3,3,4,4,4,3,4,3,1,4,5,2,65,1,17.33,1,4000,1,0,0,0,0,0,0,828,6
4969,0,0,0,0,0,0,0,1,30,0,0,0,1,0,1,30,1,0,1,0,0,2077,0,4,4,1,1,1,2,,,,,,,,,,1,2,2,2,2,2,5,4,4,2,5,7,4,2,3,4,4,4,5,4,1,1,5,1,45,3,19.57,1,500,0,0,1,0,0,0,0,829,1
4970,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,10,1,0,1,1,0,2077,0,4,4,1,1,1,2,,,,,,,,,,1,2,2,2,2,2,5,4,4,2,5,7,4,2,3,4,4,4,5,4,1,1,5,1,45,3,19.57,1,500,0,0,1,0,0,0,0,829,2
4971,0,0,0,0,0,0,0,0,30,1,0,1,0,0,0,60,0,0,0,0,1,2077,0,4,4,1,1,1,2,,,,,,,,,,1,2,2,2,2,2,5,4,4,2,5,7,4,2,3,4,4,4,5,4,1,1,5,1,45,3,19.57,1,500,0,0,1,0,0,0,0,829,3
4972,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,2077,0,4,4,1,1,1,2,,,,,,,,,,1,2,2,2,2,2,5,4,4,2,5,7,4,2,3,4,4,4,5,4,1,1,5,1,45,3,19.57,1,500,0,0,1,0,0,0,0,829,4
4973,0,0,0,0,0,0,0,1,10,0,0,1,0,1,0,20,1,1,0,0,0,2077,0,4,4,1,1,1,2,,,,,,,,,,1,2,2,2,2,2,5,4,4,2,5,7,4,2,3,4,4,4,5,4,1,1,5,1,45,3,19.57,1,500,0,0,1,0,0,0,0,829,5
4974,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,2077,0,4,4,1,1,1,2,,,,,,,,,,1,2,2,2,2,2,5,4,4,2,5,7,4,2,3,4,4,4,5,4,1,1,5,1,45,3,19.57,1,500,0,0,1,0,0,0,0,829,6
4975,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,10,1,1,0,1,0,2078,0,3,1,2,1,1,1,,,,,,,,,,3,4,5,4,5,2,3,4,4,5,1,2,2,1,1,4,5,3,4,1,1,1,3,4,39,1,15.38,1,500,1,0,0,0,0,0,0,830,1
4976,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,30,0,0,0,1,0,2078,0,3,1,2,1,1,1,,,,,,,,,,3,4,5,4,5,2,3,4,4,5,1,2,2,1,1,4,5,3,4,1,1,1,3,4,39,1,15.38,1,500,1,0,0,0,0,0,0,830,2
4977,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,2078,0,3,1,2,1,1,1,,,,,,,,,,3,4,5,4,5,2,3,4,4,5,1,2,2,1,1,4,5,3,4,1,1,1,3,4,39,1,15.38,1,500,1,0,0,0,0,0,0,830,3
4978,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,30,1,0,1,1,0,2078,0,3,1,2,1,1,1,,,,,,,,,,3,4,5,4,5,2,3,4,4,5,1,2,2,1,1,4,5,3,4,1,1,1,3,4,39,1,15.38,1,500,1,0,0,0,0,0,0,830,4
4979,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,40,1,1,0,0,1,2078,0,3,1,2,1,1,1,,,,,,,,,,3,4,5,4,5,2,3,4,4,5,1,2,2,1,1,4,5,3,4,1,1,1,3,4,39,1,15.38,1,500,1,0,0,0,0,0,0,830,5
4980,0,0,0,0,0,0,0,1,5,1,0,1,1,0,1,40,0,0,1,0,1,2078,0,3,1,2,1,1,1,,,,,,,,,,3,4,5,4,5,2,3,4,4,5,1,2,2,1,1,4,5,3,4,1,1,1,3,4,39,1,15.38,1,500,1,0,0,0,0,0,0,830,6
4981,0,0,1,0,0,0,0,1,5,0,1,0,0,0,1,60,0,0,1,0,0,2081,0,2,2,1,1,1,2,,,,,,,,,,2,3,3,4,4,4,4,4,5,5,4,4,3,2,3,4,4,3,3,4,3,2,5,1,29,4,17.870001,1,1500,0,0,0,1,0,0,0,831,1
4982,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,5,0,0,0,1,0,2081,0,2,2,1,1,1,2,,,,,,,,,,2,3,3,4,4,4,4,4,5,5,4,4,3,2,3,4,4,3,3,4,3,2,5,1,29,4,17.870001,1,1500,0,0,0,1,0,0,0,831,2
4983,0,0,0,0,0,0,0,0,40,1,1,0,1,0,1,20,0,1,0,0,1,2081,0,2,2,1,1,1,2,,,,,,,,,,2,3,3,4,4,4,4,4,5,5,4,4,3,2,3,4,4,3,3,4,3,2,5,1,29,4,17.870001,1,1500,0,0,0,1,0,0,0,831,3
4984,0,0,1,0,0,0,0,1,20,0,0,1,0,1,1,5,0,1,0,0,0,2081,0,2,2,1,1,1,2,,,,,,,,,,2,3,3,4,4,4,4,4,5,5,4,4,3,2,3,4,4,3,3,4,3,2,5,1,29,4,17.870001,1,1500,0,0,0,1,0,0,0,831,4
4985,0,0,0,0,0,0,0,1,10,0,0,1,1,0,0,20,1,0,0,1,0,2081,0,2,2,1,1,1,2,,,,,,,,,,2,3,3,4,4,4,4,4,5,5,4,4,3,2,3,4,4,3,3,4,3,2,5,1,29,4,17.870001,1,1500,0,0,0,1,0,0,0,831,5
4986,0,0,0,0,0,0,0,0,60,1,1,0,0,1,1,60,0,0,1,0,0,2081,0,2,2,1,1,1,2,,,,,,,,,,2,3,3,4,4,4,4,4,5,5,4,4,3,2,3,4,4,3,3,4,3,2,5,1,29,4,17.870001,1,1500,0,0,0,1,0,0,0,831,6
4987,0,0,1,0,0,0,0,1,5,0,1,0,0,0,1,60,0,0,1,0,0,2082,1,4,2,2,1,1,3,,,,,,,,,,2,2,4,3,2,2,4,3,4,4,4,4,4,2,4,2,4,4,4,4,3,3,2,1,51,1,22.780001,1,2500,1,0,0,0,0,0,0,832,1
4988,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,5,0,0,0,1,0,2082,1,4,2,2,1,1,3,,,,,,,,,,2,2,4,3,2,2,4,3,4,4,4,4,4,2,4,2,4,4,4,4,3,3,2,1,51,1,22.780001,1,2500,1,0,0,0,0,0,0,832,2
4989,0,0,0,0,0,0,0,0,40,1,1,0,1,0,1,20,0,1,0,0,1,2082,1,4,2,2,1,1,3,,,,,,,,,,2,2,4,3,2,2,4,3,4,4,4,4,4,2,4,2,4,4,4,4,3,3,2,1,51,1,22.780001,1,2500,1,0,0,0,0,0,0,832,3
